figure_url,item,source,source_url,how
https://figure.nz/chart/R4uQId6Yxo0rRBql-vIfTdryk3kuzp9ov,"Price paid by New Zealand businesses for packaging products of plastic 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-HvC9CHAXInZ1p13b,"Price paid by New Zealand businesses for office and audio visual equipment, computers, and parts 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-2w2nelmJaoDHftx7,"Price paid by New Zealand businesses for non-residential building construction 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-doYo7qxTwUXWr7Fb,"Price paid by New Zealand businesses for natural and man-made textiles and fibres, yarn, and thread 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-YnYBx3thnZionTsr,"Price paid by New Zealand businesses for news agency, library, and archive services 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-ZTM77sZqkCDkPVYx,"Price paid by New Zealand businesses for motor vehicles and parts 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-CJjulKOi9FIXlP03,"Price paid by New Zealand businesses for scenic and sightseeing transportation services 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-7CUQhAstmdPAiFiE,"Price paid by New Zealand businesses for water passenger transport 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-oInXoOopBQ2lzNH4,"Price paid by New Zealand businesses for waste and scrap 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-9U4bHvLvHf8nDPh3,"Price paid by New Zealand businesses for veterinary services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-KBcaww8FbKTmcKE0,"Price paid by New Zealand businesses for transport support services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-6xvHXzh6J6D8o03l,"Price paid by New Zealand businesses for vegetables 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-P7bvEpfrCRcXCqcR,"Price paid by New Zealand businesses for sugar and confectionery products 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-YRSDXKYU3zIUr0JS,"Price paid by New Zealand businesses for storage and warehousing services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-Ov4jOQKpyoBYTxu8,"Price paid by New Zealand businesses for stone and bitumen 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-cSUf35LDm8Qm1EcQ,"Price paid by New Zealand businesses for sports, recreation, and cultural services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-ImcMz6UXDfALvNSt,"Price paid by New Zealand businesses for special trade construction services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-fJ3fFc4qU1LF0cjD,"Price paid by New Zealand businesses for soap, cleaning preparations, and perfumes 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-bqvwhwXQUs8pm0Wq,"Price paid by New Zealand businesses for site preparation services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-PnoHWCU9oErkjRq7,"Price paid by New Zealand businesses for ships and boats 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-RiHCD6qrAUmv1WCe,"Price paid by New Zealand businesses for sheep 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-uv0RMmvdNcRiuXVc,"Price paid by New Zealand businesses for scientific and other technical services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-L4l8s6xBdZJzwh1C,"Price paid by New Zealand businesses for road passenger transport services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-mTEs0LsTSHnkFiMP,"Price paid by New Zealand businesses for scenic and sightseeing transportation services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-S5MVoZeVO1LaHfkc,"Price paid by New Zealand businesses for rubber products including tyres 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-Sh7ovOMOx0MO1d7a,"Price paid by New Zealand businesses for road freight transport services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-BBjwnt2ymOHSscuj,"Price paid by New Zealand businesses for residential building construction 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-oB1V3XWRvjszaR5S,"Price paid by New Zealand businesses for repair and maintenance of transport machinery and equipment 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-9MN2qfOV9jePo8cX,"Price paid by New Zealand businesses for road passenger transport services 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-wN0ou8S6D251jvVF,"Price paid by New Zealand businesses for repair and maintenance of machinery and equipment 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-lMVzFpbDrJWCkmU6,"Price paid by New Zealand businesses for road freight transport services 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-Wo9eVhHvpP7F99DI,"Price paid by New Zealand businesses for residential building construction 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-9RiOT233wQMaKt1c,"Price paid by New Zealand businesses for repair and maintenance of domestic and office equipment 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-nZpeZYjkFMKfQCnI,"Price paid by New Zealand businesses for rent of transport equipment 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-knjSlxTKzaNRpUOy,"Price paid by New Zealand businesses for repair and maintenance of machinery and equipment 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-fwAdYcxv69u8D2xi,"Price paid by New Zealand businesses for rent of plant, machinery, and equipment 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-33BTYnysrmB2Eazh,"Price paid by New Zealand businesses for repair and maintenance of transport machinery and equipment 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-42bk5R26cNNFfnl3,"Price paid by New Zealand businesses for gypsum, limestone, minerals, salt, precious metals, and stones 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-bkIEJYZI7xK22876,"Price paid by New Zealand businesses for rent of personal and household goods 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-lLX9ePSDBtIRoQYh,"Price paid by New Zealand businesses for grain 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-f9kQexKX4Zwl581v,"Price paid by New Zealand businesses for general and other insurance services 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-86vNiWElWXzuybtM,"Price paid by New Zealand businesses for electric motors, generators, and transformers 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-dFZiVhBOQfQ7r2x7,"Price paid by New Zealand businesses for electrical installation services 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-hpRB3DD9InLrvJdu,"Price paid by New Zealand businesses for domestic appliances 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-QjKFW8KcH8C9dRlc,"Price paid by New Zealand businesses for deer 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-ZLol504Z5OE3awxb,"Price paid by New Zealand businesses for contract manufacturing services 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-LLSsiMPAkio1Zdfq,"Price paid by New Zealand businesses for diesel 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-8toX8wdO2s57t3SP,"Price paid by New Zealand businesses for clothing 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-RZQ7764KkUrDhMiI,"Price paid by New Zealand businesses for forage products, fibres, sugar crops, unmanufactured tobacco 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-XP79pOPpku9v8i8R,"Price paid by New Zealand businesses for games and toys 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-K4Fzx82yhERHLaHz,"Price paid by New Zealand businesses for fruit 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-Lu0rpZepmp0eYUBR,"Price paid by New Zealand businesses for building completion and finishing services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-uZ6TCav3vIaAPTe5,"Price paid by New Zealand businesses for fish, crustaceans, and other aquatic plants and animals 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-w9CKYmRtvFpU2iy9,"Price paid by New Zealand businesses for books, newspapers, and other printed material 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-RifnoTmEJZUUSTAu,"Price paid by New Zealand businesses for beverage serving services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-UPW8y5PMxBhDUvOD,"Price paid by New Zealand businesses for beer, soft drinks, and fruit juices 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-jFkdzLhj00nvl4Hd,"Price paid by New Zealand businesses for basic chemicals including methanol 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-60W3sm31VWzjWTz2,"Price paid by New Zealand businesses for audio visual services, broadcasting, and distribution services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
