subtitleId:ID(Subtitle),name,:LABEL
-4624716062984305643,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-462703485838141730,"2013 Census, number of people employed",Subtitle
-462825381872902701,"By region, 2013, number of people employed",Subtitle
-4635511654568561229,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-4669582037568983071,"By industry, 2014, % of businesses (with 6 employees or more)",Subtitle
-4675389179998850032,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-4682673486791286191,"Estimates and projections for the year ended March 2016–2019, number of people employed",Subtitle
-4684983289752968194,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-46871445859070679,"For jobs in place for the full quarter, 2013 Q4–2014 Q3, NZD",Subtitle
-4689770046473583698,"By sex and ethnicity, year ended June 2015, % of adults within group",Subtitle
-4695076293931053541,"By region, 2013, number of people employed",Subtitle
-4702284588210271,2001–2015,Subtitle
-4707624972685096606,"By sex and neighbourhood deprivation, year ended June 2015, % of children within group",Subtitle
-4714944276966997382,"(Ngā kaiāwhina hauora) By region, 2013, number of people employed",Subtitle
-4722098551609880616,"By age group and sex, year ended June 2012",Subtitle
-472397758224880166,"By region, 2013, number of people employed",Subtitle
-4736848139919142894,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-47413779470366517,"By age and sex, year ended June 2012, number of new referrals",Subtitle
-4744548964271017968,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-4750026862601351393,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-4762616357075901135,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-477100406865839811,Estimates and projections for the year ended March 2016–2019,Subtitle
-4775418564112064931,"By region, 2013, number of people employed",Subtitle
-4775687375316626560,Estimates and projections for the year ended March 2016–2019,Subtitle
-4782604980046494633,"2013 Census, number of people employed",Subtitle
-4791776106852145707,"By type, 2016 Q2",Subtitle
-4795871480133016328,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-4802196962663313751,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-4816290154091541907,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-4827889656480712205,"For jobs in place for the full quarter, 2005 Q3–2014 Q3, NZD",Subtitle
-4848536038027810151,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-4887396326585573476,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-4937740119064471762,"2011–2015 average, % of adults within group",Subtitle
-4938786813031803032,"By age group and sex, year ended June 2012, number of people",Subtitle
-4942070634825849419,"2010–2014, number of births per 1000 women of reproductive age",Subtitle
-4955150900480982661,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-4958542881347272130,"By region of residence and sex, 2013 Census, number of people employed",Subtitle
-4962938268751300113,"2010–2012 average, age-standardised rate per 100,000 population",Subtitle
-4973406596208183421,"By sex and ethnicity, 2011–2015 average, % of adults within group",Subtitle
-4980456924923590179,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-4992080877532087498,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-4992260761767925042,"By age group and sex, year ended June 2012, number of people",Subtitle
-499638875187241299,"2010–2014, number of births per 1000 women of reproductive age",Subtitle
-5008712350502405039,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-5037628124574150240,"By field of study and sex, 2015",Subtitle
-5044190362413720098,"By region, 2013, number of people employed",Subtitle
-5047701075107314665,"By region, 2013, number of people employed",Subtitle
-5048620750583803576,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-5077298015421181284,"By sex and ethnicity, year ended June 2015, % of children (aged 2–14) within group",Subtitle
-5090121421337433565,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-5091085707577847174,"By age group and sex, year ended June 2012, number of people",Subtitle
-5092548643222733734,"By sex and ethnicity, year ended June 2015, % of adults within group",Subtitle
-5094771786889459461,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-5106776451186426149,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-5124279801018824543,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-5132844114785992544,"By industry (plus GST, duties and taxes), 2013, NZD millions",Subtitle
-5134775814436333244,"By whether domestic or international, all tertiary levels, 2008–2015",Subtitle
-5135909507065653139,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-5136302756747697114,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-5136897255151730007,"Domestic plus international visitors, year to March 2015, NZD millions",Subtitle
-513905065180630586,Estimates and projections for the year ended March 2016–2019,Subtitle
-514711975147811356,"By sex and age group, year ended June 2015, % of those who recently saw a GP",Subtitle
-5160146008239725250,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-5172334947281651637,"2013 Census, number of people employed",Subtitle
-5185597884087107761,"By age group and sex, year ended June 2012, number of people",Subtitle
-5192965298620025345,"By region, 2013 Census, rate per 1000 population",Subtitle
-5208100128563625971,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-5248671253940780507,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-5251431488517040574,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-5277027575577394000,"By age group and sex, year ended June 2012",Subtitle
-5278723746221514203,"Estimates and projections for the year ended March 2016–2019, number of people employed",Subtitle
-5282641124561966823,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-5299549528133473218,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-5320429620100780781,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-532101202893063587,"By sex and age group, 2011–2015 average, % of adults within group",Subtitle
-5350814643333624460,"By age and sex, year ended June 2012, number of new referrals",Subtitle
-5357130958044584011,2001–2015,Subtitle
-5362675294533054189,"By sex and age group, 2013, %",Subtitle
-5372571714039902999,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-5375178658217646421,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-5379727170509839254,"By quarter, 2005 Q3–2014 Q3",Subtitle
-5391556376380762849,"Estimates and projections for the year ended March 2016–2019, number of people employed",Subtitle
-5394935329619298274,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-5400898102477170439,"2013 Census, %",Subtitle
-5403180560254122578,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-541639242576134060,"By team type, year ended June 2012, %",Subtitle
-5426017918377158522,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-5426511658060728578,"By age group and sex, year ended June 2012, number of people",Subtitle
-5472720059793736501,"By size (employee count), as at February 2015, number of enterprises",Subtitle
-54866567149712136,"By sex and age group, 2013, %",Subtitle
-553034363122672697,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-553529150642111680,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-5553138112117175692,Estimates and projections for the year ended March 2016–2019,Subtitle
-55597295818499867,"By age group and sex, year ended June 2012, number of people",Subtitle
-5562359839040613774,"By main earnings source, 2000–2014, number of people",Subtitle
-5566048341869624072,"2009–2012, June years",Subtitle
-5570940270250324300,"2009–2015, NZD millions (excluding GST)",Subtitle
-557393785766499267,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-5578399437302795849,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-5597905236987116169,"(Mental health) By region, 2013, number of people employed",Subtitle
-5601398377543391596,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-5601842245361593222,"By expenditure group, year ended June 2016, NZD",Subtitle
-5605077312718195129,2001–2015,Subtitle
-5614317706870550769,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-564361990222231879,"By quarter, 2005 Q3–2014 Q3, % of total jobs",Subtitle
-564513685160653404,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-564622145132733933,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-5649750090251996404,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-5663932365646331064,"2013 Census, number of people employed",Subtitle
-5680914310290518486,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-5681194416547071689,"2011, %",Subtitle
-5723186032350045787,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-5741815151071809481,Estimates and projections for the year ended March 2016–2019,Subtitle
-5748274009061739135,"2013 Census, number of people employed",Subtitle
-5760466930161277893,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-5770702011202746556,"By field of study, all tertiary levels, 2015",Subtitle
-5775870677100652930,"2014, % of businesses that use computers (with 6 employees or more)",Subtitle
-5776746351342824190,"By age group and sex, year ended June 2012, number of people",Subtitle
-5777669904739573622,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-5780350211361397622,"Years to March 1996–2014, index (1996 base = 1000)",Subtitle
-5781426673423254482,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-5806237386643182561,"By age group and sex, year ended June 2012, number of people",Subtitle
-5810182231165855036,"2013 Census, number of people employed",Subtitle
-581904875773915847,"2013 Census, %",Subtitle
-5829584464429014622,"2013 Census, number of people employed",Subtitle
-5833315981128899255,"2013 Census, number of people employed",Subtitle
-5836602935537317604,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-584008850786188908,"2013 Census, number of people employed",Subtitle
-5849073614184099453,"By age group and sex, year ended June 2012, number of people",Subtitle
-5861974166039956184,"By sex and age group, 2010–2012, rate per 100,000 population",Subtitle
-5879530748245394302,"For jobs in place for the full quarter, 2013 Q4–2014 Q3, NZD",Subtitle
-5881405254573727130,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-5913369110352153395,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-5918121378551534464,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-5936471344468160553,"2013 Census, number of people employed",Subtitle
-5963871037353238445,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-5964417847279998440,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-5965088607430980175,"By age group and sex, year ended June 2012",Subtitle
-5984875739756868590,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-6020329991576117398,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-6030176341761415183,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-6039734107467623079,"By age group and sex, year ended June 2012",Subtitle
-6061437116020131068,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-6076380415023521785,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-6083377597306149774,"By region, 2013, number of people employed",Subtitle
-6087801997517370296,"By sex and ethnic group, year ended June 2015, % of children within group",Subtitle
-6099499125169908510,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-6110105583878225069,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-6127959145434734247,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-6136696511656675599,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-6143123455824755386,"By age and sex, year ended June 2012, rate per 100,000 population in each group",Subtitle
-6144476104687990114,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-6145394311332788311,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-6152284907307146376,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-6162043556529343649,"By region, 2013, number of people employed",Subtitle
-6170798374398233181,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-6175526104806358232,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-6181191233997399251,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-6192586254833025832,2006 & 2012,Subtitle
-620096826955663415,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-6203570603866307887,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-6207078296638014634,"By industry (plus GST, duties and taxes), 2013, NZD millions",Subtitle
-6241173826066880100,"2013 Census, %",Subtitle
-6254031035259799197,"By sex and age group, year ended June 2015, % of adults within group",Subtitle
-6257195088266917801,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-6261555861707739470,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-6266736654550951756,"2015, number of businesses",Subtitle
-6272334741764660173,"By region, 2013, number of people employed",Subtitle
-627528450716857342,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-6299395826775042803,"By age group and sex, year ended June 2012, number of people",Subtitle
-6307896095967325341,"2015, number of people employed",Subtitle
-6308065043975364505,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-6331442033193401113,"By sex and ethnicity, year ended June 2015, % of those who recently saw a GP",Subtitle
-6354820830598684438,"2013 Census, number of people employed",Subtitle
-6373849676412315418,"2013 Census, number of people employed",Subtitle
-6374138802244964141,"2010–2014, number of births per 1000 women of reproductive age",Subtitle
-6393392122717630003,"2010–2014, number of births per 1000 women of reproductive age",Subtitle
-6414131895688105846,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-6430975476340457394,"2013 Census, number of people employed",Subtitle
-6435355396853404231,"By discharge destination, year ended June 2012, thousands of people",Subtitle
-6449080337957218463,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-6453295629462711337,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-6460103626995372344,"Domestic plus international visitors, year to March 2015, NZD millions",Subtitle
-6463771232038184641,"By sex and age group, 2011–2015 average, % of children within group",Subtitle
-6466305965329754940,"By age group, 2011–2015 average, % of adults within group",Subtitle
-6471837549014048878,"By type, 2016 Q2",Subtitle
-6488727363137270674,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-6494946595182343369,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-6499246141665755220,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-6501905606540171376,"By industry, 2015, % of businesses within industry category",Subtitle
-6507151475745631264,"By region, 2013, number of people employed",Subtitle
-6514704787765579742,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-6525146266415881094,Estimates and projections for the year ended March 2016–2019,Subtitle
-6529093844473498190,"2013 Census, number of people employed",Subtitle
-6537162847493007678,"By type, 2016 Q2",Subtitle
-6542330502686951911,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-6543300013762055762,"By industry, 2014, % of businesses that use the Internet (with 6 employees or more)",Subtitle
-6558277343168601216,Estimates and projections for the year ended March 2016–2019,Subtitle
-6563470337904827287,"By region, 2013 Census, rate per 1000 population",Subtitle
-6571374337447135172,"By main earnings source, 2000–2014, number of people",Subtitle
-6598884891715611526,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-6603393037964366126,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-6612631914038754662,"By age group and sex, year ended June 2012, number of people",Subtitle
-6653163511216082416,"Domestic plus international visitors, year to March 2015, NZD millions",Subtitle
-6654891416159704543,"2000–2015, number of enterprises",Subtitle
-6668390986289162033,"2013 Census, number of people employed",Subtitle
-6672410223588852163,"In the past 12 months, by DHB, 2011–2014 average, % of all children",Subtitle
-6720103314610071473,"2011 or latest available, micrograms per cubic metre of air ",Subtitle
-6727344577806173325,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-6731831202153985517,"By region, 2013, number of people employed",Subtitle
-6733105667761866605,"By age group and sex, year ended June 2012, number of people",Subtitle
-6739192391814428830,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-6757186783830406090,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-6758480753157760834,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-6766965585073613008,"By District Health Board, year ended June 2016, % of children within age group",Subtitle
-6773556681497010803,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-678051883871192969,"By region, 2013, number of people employed",Subtitle
-6808698843472409752,"Year ended June 2015, NZD millions",Subtitle
-6820406671873522615,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-682609067319353252,"2013 Census, number of people employed",Subtitle
-6827926573450704210,Estimates and projections for the year ended March 2016–2019,Subtitle
-6841734291757294431,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-6847242648532331484,"By age group and sex, year ended June 2012, number of people",Subtitle
-6858446104960290600,"Domestic plus international visitors, year to March 2015, NZD millions",Subtitle
-6861216624762012002,"2013 Census, number of people employed",Subtitle
-6897473810421687960,"2013 Census, %",Subtitle
-6915292566800925717,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-6931963283803720124,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-6935946765809623298,"By sex and age group, year ended June 2014, number of procedures (publicly funded)",Subtitle
-6938055885820866874,"2013 Census, number of people employed",Subtitle
-6939812266450383342,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-6967090930723157722,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-6971012129426403118,"By sex and age group, 2010–2012, rate per 100,000 population",Subtitle
-6978559883527620996,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-6994919671180383629,"2009–2012, June years",Subtitle
-7000632065296276080,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-7013019716326221468,"By qualification level, 2015",Subtitle
-7014058776761314603,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-7015072367839479042,"2013 Census, number of people employed",Subtitle
-7022892568725250475,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-7045445076807258768,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-7064972448520203103,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-7069745865819742852,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-708000705460251685,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-7087128222143778631,2001–2015,Subtitle
-7094316858018199200,"By region, 2013, number of people employed",Subtitle
-7098596530775864541,"2010–2014, number of births per 1000 women of reproductive age",Subtitle
-7104551105439213379,"By industry, 2013, % of businesses within each industry",Subtitle
-7109048563351498778,"2013 Census, number of people employed",Subtitle
-7113389775630484668,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-7113553021094280730,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-7125800256264191227,"By region, 2013, number of people employed",Subtitle
-7129820839468001199,"By region, 2013, number of people employed",Subtitle
-7145366805195496882,"2010–2014, number of births per 1000 women of reproductive age",Subtitle
-7149117607260143400,Estimates and projections for the year ended March 2016–2019,Subtitle
-7152225371571351564,2001–2015,Subtitle
-7152563347783867353,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-7164382551849012123,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-7165886505145302461,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-7175376990874043557,"By industry, 2014, % of businesses that use computers (with 6 employees or more)",Subtitle
-7189843448777109065,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-7203189683436424628,"2013 Census, number of people employed",Subtitle
-7234140321543907270,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-7245984230845927976,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-7250022480355329482,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-7250104662113590194,"By age group and sex, year ended June 2012, number of people",Subtitle
-7252590768750037903,"By DHB, 2011–2014 average, % of children aged 2-14",Subtitle
-7254313293116378284,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-7263285363178524371,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-7267103759426310155,"2013 Census, number of people employed",Subtitle
-7270076512281553736,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-7274870136685926101,"By region, 2013, number of people employed",Subtitle
-7286540792812791904,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-7293870408235883512,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-7305926047331124684,"2008–2012 (aggregated), number of people",Subtitle
-7318504946283242283,"By sex and ethnicity, 2011–2015 average, % of children within group",Subtitle
-7354768872014406338,"By age group and sex, year ended June 2012, number of people",Subtitle
-7354885540008783860,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-7364731679838113826,"By region, 2013, number of people employed",Subtitle
-7377775015967328502,"By District Health Board, 2011–2014 average, % of all children aged 2-14",Subtitle
-7381552593178273034,"By sex and neighbourhood deprivation, year ended June 2015, % of adults within group",Subtitle
-738539801734193706,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-739778597904080415,"By sex and age group, year ended June 2015, % of children within group",Subtitle
-7400687786908208218,"By age group and sex, year ended June 2012, number of people",Subtitle
-7405956655798888443,"For jobs in place for the full quarter, 2005 Q3–2014 Q3, NZD",Subtitle
-7415654047009278463,Estimates and projections for the year ended March 2016–2019,Subtitle
-7416600130311924945,"By age group and sex, year ended June 2012, number of people",Subtitle
-7421768312144507617,"By industry (plus GST, duties and taxes), 2013, NZD millions",Subtitle
-74442253045917536,"By industry (plus GST, duties and taxes), 2013, NZD millions",Subtitle
-7450453155745515041,"2013 Census, number of people employed",Subtitle
-7471628732900481123,"By age and sex, year ended June 2012, rate per 100,000 population in each group",Subtitle
-7490897340248712374,"By age group and sex, year ended June 2012, number of people",Subtitle
-7507938414621057070,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-7510604765053616861,"2013 Census, number of people employed",Subtitle
-7518648714811498357,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-752304798317064546,"By region, 2013 Census, rate per 1000 people employed",Subtitle
-753295790576222228,"By age group and sex, year ended June 2012",Subtitle
-7541291751646857564,"By age and sex, year ended June 2012, number of new referrals",Subtitle
-7545754593889674200,"By age group and sex, year ended June 2012",Subtitle
-75561901256215715,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-7563494240575940105,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-756899664847151640,"By age group and sex, year ended June 2012, number of people",Subtitle
-7586163073219704877,"By age group and sex, year ended June 2012, number of people",Subtitle
-7592089552475007710,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-759975286399297558,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-7607981969206898532,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-7611197588964946231,"2013 Census, number of people employed",Subtitle
-7625496020981645338,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-7632096886808892596,Estimates and projections for the year ended March 2016–2019,Subtitle
-7638081762431386949,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-7661667488332724430,"By industry, 2015, % of businesses in industry",Subtitle
-7683855084970647624,"By type, 2016 Q2",Subtitle
-7714700829237449693,"Estimates and projections for the year ended March 2016–2019, number of people employed",Subtitle
-7728142466601752085,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-773147994625966912,"By region, 2013, number of people employed",Subtitle
-7732168200027938258,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-7732211940778446271,"By main earnings source, 2000–2014, number of people",Subtitle
-7745746692884595334,"2013, % of disabled population",Subtitle
-7755709322112901577,"Year ended June 1998–2016, % of GDP",Subtitle
-7761701686991148460,"2013 Census, number of people employed",Subtitle
-7776158451079596885,"2001–2013, %",Subtitle
-7779760915383558770,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-7783148282123279193,"2000–2015, number of employees",Subtitle
-7812741230373669924,"By age group and sex, year ended June 2012, number of people",Subtitle
-7843331481789668083,"1994–2014, number of apprehensions",Subtitle
-7867916483581376831,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-7869636798137417218,2001–2015,Subtitle
-7875497844975215999,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-7889123364742040292,"By size (employee count), as at February 2015, number of enterprises",Subtitle
-7894212988699891162,"Estimates and projections for the year ended March 2016–2019, number of people employed",Subtitle
-7916310750540651984,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-7922785545069898457,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-7926312583200757240,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-7927395931683339685,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-794274947876560263,"By region, 2013, number of people employed",Subtitle
-7951851061627150403,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-7967592560825405616,"By region, 2013, number of people employed",Subtitle
-7977779458777073317,"By item, year ended June 2013 & 2016, NZD",Subtitle
-8009288389236617015,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-8011013355348489641,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-8017425387568474848,"By region, 2013, number of people employed",Subtitle
-8017577956039686357,"2015, number of enterprises",Subtitle
-8022055621940591639,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-8023627075144498415,"2010–2014, number of births per 1000 women of reproductive age",Subtitle
-8033232751305127220,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-8051171846137055600,"By age group and sex, year ended June 2012, number of people",Subtitle
-8062214664188085603,"By age and sex, year ended June 2012, number of new referrals",Subtitle
-8064009811730258716,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-8073329934529178375,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-8076445648267634531,Estimates and projections for the year ended March 2016–2019,Subtitle
-8083615190751737105,"By field of study, all tertiary levels, 2015",Subtitle
-8091488469849097008,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-8102741988686264982,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-8136993763815602331,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-8162217209187335496,2001–2015,Subtitle
-8172352780268174443,"2013 Census, %",Subtitle
-8173657089912619361,Estimates and projections for the year ended March 2016–2019,Subtitle
-8174916087052043657,"2010–2014, number of births per 1000 women of reproductive age",Subtitle
-8180184332685777822,"Domestic plus international visitors, year to March 2015, NZD millions",Subtitle
-8189879584985958176,"2008–2012 (aggregated), number of people aged 15–24 ",Subtitle
-8193148871117507009,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-8195426194743931184,"By main earnings source, 2000–2014, number of people",Subtitle
-820179410402154123,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-8208974986752951613,"By sex and age group, year ended June 2015, % of children within group",Subtitle
-8211047146984221804,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-8221545120203643432,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-8228554865915896054,"By sex and age group, 2010–2012, rate per 100,000 population",Subtitle
-8239580845589742831,"By district health board, 2011–2014 average, % of all children",Subtitle
-8248422309866866893,"Year ended June 2015, NZD millions",Subtitle
-8270714623060760599,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-8291951088267603734,"Domestic plus international visitors, year to March 2015, NZD millions",Subtitle
-8294431779044832743,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-8296749404146797616,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-8299470529869414817,"By sex and neighbourhood deprivation, year ended June 2015, % of adults within group",Subtitle
-8307209198988085715,"By industry, 2014, % of businesses that use the Internet (with 6 employees or more)",Subtitle
-8318132403674758225,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-8341796022926494073,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-8352454926945364184,"By purpose of research, 2014, NZD millions",Subtitle
