titleId:ID(Title),name,:LABEL
-4407982775928116024,"Cigarette smoking behaviour in Lower Hutt City, New Zealand",Title
-4416958151010586718,"Industries of employment for people residing in Matamata-Piako District, New Zealand",Title
-4419426302178664879,"Industries of employment for people residing in Wairoa District, New Zealand",Title
-4428085074032991993,Health - Asthma among adults (prevalence) 2014/15,Title
-4454850392595560518,Quality of life: Better Life Index 2015,Title
-4461464316595224753,Health - Unmet need for after-hours services due to transport in past 12 months among children (prevalence) 2014/15,Title
-4462522994067544866,New Zealand hospitalisations for spontaneous abortion,Title
-446928273455776718,Price received by New Zealand businesses for clothing,Title
-4472848772187503059,Proportion of total businesses that are in the allied health services industry,Title
-4477480804335625459,"Mental health - Seclusion events by sex and Māori and non-Māori, 2008–2012",Title
-4506552374741615264,"Education, health and welfare services managers in the Auckland Region, New Zealand",Title
-4547623880950306865,"Gross Domestic Product of the Canterbury Region, New Zealand",Title
-4551576769743647575,Price received by New Zealand businesses for packaging products of plastic,Title
-4555720305161943773,Children who visited a GP in the past 12 months in New Zealand,Title
-4564180372536582707,"Health diagnostic and promotion professionals in the Wellington Region, New Zealand",Title
-4567945860603702378,"Children fully immunised at age 24 months in the MidCentral DHB, New Zealand",Title
-4572765307291541833,"Mental health - People seen by mental health and addiction services by activity type, age and sex, 2011/12",Title
-4590295237472714885,Number of Pacific adults with private health insurance cover in New Zealand,Title
-4600576794835829120,"Cigarette smoking behaviour in the Northland Region, New Zealand",Title
-4605176568775995309,Children who had an unfilled prescription due to cost in New Zealand,Title
-4615807442565048307,Price received by New Zealand businesses for road user charges,Title
-4621520672021408353,"Birth rate in the Counties Manukau DHB, New Zealand",Title
-4621611704288778951,Price received by New Zealand businesses for petrol,Title
-4632008909947857169,"Health diagnostic and promotion professionals in the Northland Region, New Zealand",Title
-4655368799752458536,"Children fully immunised at age 24 months in the Auckland DHB, New Zealand",Title
-4666971263167977435,"Price paid by New Zealand businesses for office and audio visual equipment, computers, and parts",Title
-4668597596954102491,Impairment rates in the New Zealand population over 65,Title
-4684554875170161710,"Children fully immunised at age 8 months in the Northland DHB, New Zealand",Title
-4688778400978069750,"Children fully immunised at age 5 years in the Auckland DHB, New Zealand",Title
-4707343245061581493,Price received by New Zealand businesses for accident and health insurance services,Title
-4768453474497304481,Adults with private health insurance cover in New Zealand by District Health Board of residence,Title
-4774179138601259772,"Price paid by New Zealand businesses for plants, buds, spice, and aromatic crops",Title
-4787208135909733506,"Industries of employment for people residing in the Otara-Papatoetoe Local Board Area, Auckland, NZ",Title
-4791796281693797647,Nursing clinical directors in New Zealand,Title
-4794397285593523522,"People employed in the health care and social assistance industry in the Taranaki Region, New Zealand",Title
-4808436501127669046,"Gross Domestic Product of the Wellington Region, New Zealand",Title
-4824106693855566825,Health - Mean height for adults 2014/15,Title
-4830527760455338312,New Zealand hospitalisations for perineal laceration during delivery,Title
-4841652092239265419,"Proportions of soils not meeting target range, by soil health indicator: 1995–2001",Title
-4854944124980374268,Health - Depression among adults (time trends) 2006/07–2014/15,Title
-4870404295016982183,"Organisations providing funding assistance to firms in Auckland, New Zealand",Title
-4883693820355227528,Discharges from New Zealand mental health and addiction teams to general practitioners ,Title
-4893087064404409710,Occupied bed nights for substance abuse detox (medical) at mental health and addiction services in New Zealand,Title
-4895318346519904537,"Children fully immunised at age 8 months in the Hawke's Bay DHB, New Zealand",Title
-4907288523850933020,"Children fully immunised at age 5 years in the Bay of Plenty DHB, New Zealand",Title
-4927984549229660168,"Industries of employment for people residing in Nelson City, New Zealand",Title
-4930429671102853621,New Zealand hospitalisations for obstructive and reflux uropathy,Title
-4932660841982687624,Health - Unmet need for after-hours due to lack of transport among adults (prevalence) 2014/15,Title
-4944944041538440076,Price received by New Zealand businesses for panel products,Title
-4947255228006799387,"Cigarette smoking behaviour in the Henderson-Massey Local Board Area, Auckland, New Zealand",Title
-4951430219518745530,Deaths by suicide in New Zealand by District Health Board of residence,Title
-496687707235461266,Māori health assistants in New Zealand,Title
-4988590172056167697,Price paid by New Zealand businesses for waste and scrap,Title
-5004688462828574220,Pacific people seen face-to-face by mental health and addiction services in New Zealand,Title
-5005841396899317013,Enterprises in the allied health services industry (other) in New Zealand,Title
-50138955727552940,"Industries of employment for people residing in Central Otago District, New Zealand",Title
-5033758884053994327,Price received by New Zealand businesses for road freight transport services,Title
-5033958308307694590,"Number of cancer registrations for selected cancers by sex and age group, New Zealand, 2013",Title
-5051748683562803805,Health - Unmet need for GP due to lack of transport among adults (time trends) 2011/12–2014/15,Title
-5060705422579081584,Core Crown spending on superannuation and welfare benefit in New Zealand by category,Title
-5066693090607401377,"Birth rate in the Waitemata DHB, New Zealand",Title
-5072708014417233646,New Zealand hospitalisations for cerebrovascular diseases,Title
-5122435033248096943,"Health therapy professionals in the Manawatu-Wanganui Region, New Zealand",Title
-5131117650085918173,Worker turnover rate by firm size in the health care and social assistance industry in New Zealand,Title
-5139450359276383321,Adults with private health insurance cover in New Zealand by self-rated health status,Title
-5160185421714166349,"Health - Mortality by DHB, sex, and age group 2013",Title
-5176151553440938546,Price received by New Zealand businesses for meal serving services,Title
-5203798860624563646,New Zealand hospitalisations for noninflammatory disorders of the female genital tract,Title
-5216850974052239010,Price paid by New Zealand businesses for fertiliser,Title
-5228527912304523420,Children given solids before the age of 4 months in New Zealand,Title
-5238002868304233916,"Rate of intentional self-harm hospitalisation for people living in the Lakes DHB, New Zealand",Title
-5243301248719407372,Proportion of total businesses that are in the health and general insurance industry,Title
-5247269489318700119,"New Zealand hospitalisations for disorders of the eyelid, lacrimal system, and orbit",Title
-5260143201129543966,"Health care and social assistance business births/deaths in the Canterbury Region, New Zealand",Title
-5261813098167720543,Core Crown spending on tertiary education in New Zealand by category,Title
-5267701997264043382,Health - Arthritis among adults (time trends) 2006/07–2014/15,Title
-5275501932300756675,Price received by New Zealand businesses for agricultural services,Title
-528042007920504690,New Zealand hospitalisations for disorders related to length of gestation and fetal growth,Title
-5287976040858290443,Health - Adults who had definite confidence and trust in GP (time trends) 2011/12–2014/15,Title
-5340031364272037963,New Zealand hospitalisations for injuries to the knee and lower leg,Title
-536305595817208646,"Price paid by New Zealand businesses for articles of concrete, cement, and plaster",Title
-5382895853412664804,"Price received by New Zealand businesses for heating, ventilation, and air conditioning installation services",Title
-538732814734765644,Coal consumed for industrial use in New Zealand,Title
-5413957217959937357,New Zealand hospitalisations for nausea and vomiting,Title
-5429179292172378118,"Health diagnostic and promotion professionals in the Taranaki Region, New Zealand",Title
-54416059474904036,New Zealand hospitalisations for diseases of the digestive system,Title
-5443821902408358717,"Health care and social assistance business births/deaths in the Tasman District, New Zealand",Title
-5451237457083631251,Mental health - Suicide deaths by ethnicity 2008–2012,Title
-5455159160923831477,Health practice managers in New Zealand,Title
-5459445665415871143,Health - Psychological distress among adults (time trends) 2006/07–2014/15,Title
-5470203568305976849,"Employment in the health care and social assistance industry in the West Coast Region, New Zealand",Title
-549153637623841348,New Zealand hospitalisations for malignant neoplasms of the urinary tract,Title
-5503843831153448899,"People employed in the health care and social assistance industry in the Manawatu-Wanganui Region, New Zealand",Title
-550470805773343307,Children fully immunised at age 6 months in New Zealand,Title
-551144648598179520,Retail pharmacists in New Zealand,Title
-551155523979194821,Crisis respite care occupied bed nights at mental health and addiction services in New Zealand,Title
-5523769652074678751,Price received by New Zealand businesses for fruit,Title
-5523962650780592372,"People with disabilities living in private households in the Southland Region, New Zealand",Title
-5528780002717819708,"New Zealand hospitalisations for pregnancy, childbirth and the puerperium",Title
-5542782543236743456,"Industries of employment for people residing in Dunedin City, New Zealand",Title
-5546481474609562954,Health - High cholesterol among adults (time trends) 2006/07–2014/15,Title
-5546573417895554088,Health - Adults who are physically active (prevalence) 2014/15,Title
-5550460120749543900,Mothercraft nurses in New Zealand,Title
-5551963920913235735,Health - Adults meeting vegetable and fruit intake guidelines (prevalence) 2014/15,Title
-5559816221785477832,"Employment in the health care and social assistance industry in the Bay of Plenty Region, New Zealand",Title
-5562741964855478835,Health - Children who had a fizzy drink at least once in past week (prevalence) 2014/15,Title
-5562804070005966417,New Zealand hospitalisations for injuries to the wrist and hand,Title
-5575808312095823240,Health - Children given solids before 4 months (prevalence) 2014/15,Title
-5592727621307305889,Price received by New Zealand businesses for construction aggregates,Title
-5599606145355721264,Price paid by New Zealand businesses for wool,Title
-5602332769101918311,New Zealand businesses that use the Internet,Title
-5616651837559352683,Core Crown spending on housing and community development in New Zealand by category,Title
-5622379382710554434,"Children fully immunised at age 12 months in the South Canterbury DHB, New Zealand",Title
-5623680024199529218,"New Zealand hospitalisations for excessive, frequent and irregular menstruation",Title
-5626721782981147580,"Employment in the health care and social assistance industry in the Waikato Region, New Zealand",Title
-562679054919645842,Price paid by New Zealand businesses for accommodation services,Title
-5640463061286221900,Worker turnover rate by age group in the health care and social assistance industry in New Zealand,Title
-5645168339100250749,"Cigarette smoking behaviour in the Canterbury Region, New Zealand",Title
-564711894688318677,"Visitor spend on tourism products and services in Manawatu RTO, New Zealand ",Title
-5654985614389170455,"Industries of employment for people residing in Western Bay of Plenty District, New Zealand",Title
-5689695189618449725,"Visitor spend on tourism products and services in Dunedin RTO, New Zealand ",Title
-56902632209868369,"Cigarette smoking behaviour in Nelson City, New Zealand",Title
-5693142129488660997,New Zealand hospitalisations for disorders of the lens,Title
-5700424643426906903,New Zealand hospitalisations for iron deficiency anaemia,Title
-5712558288788551160,New Zealand hospitalisations for bipolar affective disorder,Title
-5725018195945845499,Government tertiary education expenditure on administration activities  in New Zealand,Title
-5734950785545027193,Primary health organisation managers in New Zealand,Title
-5746467615542627808,New Zealand firms introducing new or improved goods or services,Title
-5751287989522738167,"New Zealand adults who never visit a dental health care worker, or only visit when they have dental problems",Title
-5774498803532811921,"Gross Domestic Product of the Southland Region, New Zealand",Title
-5778729467364795730,"Education, health and welfare services managers in the Wellington Region, New Zealand",Title
-5804441191941409293,"Cigarette smoking behaviour in Grey District, New Zealand",Title
-5808882953794170819,"Children fully immunised at age 18 months in the Whanganui DHB, New Zealand",Title
-5825656238168962893,Price received by New Zealand businesses for prepared and preserved fish,Title
-5825994171412764250,Worker turnover rate in the health care services industry (other) in New Zealand,Title
-5833326635716383255,Filled jobs in the health care and social assistance industry in New Zealand,Title
-5839471569191303791,Referrals received by New Zealand mental health and addiction teams from the education sector,Title
-584299136058981155,People employed in the medical and other health care services industry in New Zealand who are also studying,Title
-585224370196691759,New Zealand hospitalisations for inguinal hernia,Title
-585309447087456584,"Visitor spend on tourism products and services in North Canterbury, New Zealand ",Title
-5855958497628782809,General medical practitioners in New Zealand,Title
-5875511371108725638,New Zealand hospitalisations for diverticular disease of the intestine,Title
-5888312401321725193,"Price received by New Zealand businesses for audio visual services, broadcasting, and distribution services",Title
-5896644373877742456,Birth rate in New Zealand,Title
-5897437030226664079,"People with disabilities living in private households in the Waikato Region, New Zealand",Title
-5905984159572119091,"Health - Publicly funded hospital discharges by primary diagnosis, by age and sex 2013/2014",Title
-5906079204140925008,"Birth rate in the Northland DHB, New Zealand",Title
-5906524102513892135,"Cigarette smoking behaviour in Queenstown-Lakes District, New Zealand",Title
-5936177830933998951,Health - Consumption of 6+ drinks on one occasion at least weekly among past-year drinkers (prevalence) 2014/15,Title
-5939138990243894249,"Visitor spend on tourism products and services in Rotorua RTO, New Zealand ",Title
-5944682565157877265,Naturopaths in New Zealand,Title
-5955280875622024450,Weight loss consultants in New Zealand,Title
-5957710062675007175,Price received by New Zealand businesses for electrical installation services,Title
-5974464002832886412,Age distribution of people working in the health and general insurance industry in New Zealand,Title
-597914866589191185,Labour productivity growth rate for the health care and social assistance industry in New Zealand,Title
-6030937693618582619,Health - Mean number of nurse visits among adults 2014/15,Title
-6033071676152369707,Health - Consumption of 6+ drinks on one occasion at least monthly among past-year drinkers (prevalence) 2014/15,Title
-6033234071222241444,"Health - Adults who had one or more teeth removed in past 12 months due to decay, an abscess, infection or gum disease (time trends) 2011/12–2014/15",Title
-6043865460334538420,"Health and welfare support workers in the Tasman Region, New Zealand",Title
-6054635366975178116,Health - Unmet need for after-hours due to cost in past 12 months among children (prevalence) 2014/15,Title
-6063719966358147173,"Industries of employment for people residing in Hastings District, New Zealand",Title
-6064132803117832293,"Cigarette smoking behaviour in the Rodney Local Board Area, Auckland, New Zealand",Title
-6071308031811042408,"Discharges from New Zealand mental health and addiction teams to child, adolescent, and family/whanau services ",Title
-6082152254164623054,Chiropractors in New Zealand,Title
-6086371828765632021,Price received by New Zealand businesses for jewellery,Title
-6111167794423399894,Price received by New Zealand businesses for logs for export market,Title
-611135950942109800,Activity settings of mental health and addiction services in New Zealand,Title
-6111376214060604173,Health - Immunisation coverage by deprivation quintile and DHB at milestone ages June 2016,Title
-6119666482868790734,Enterprises in the health and fitness centres and gymnasia operation industry in New Zealand,Title
-6124847107616478953,New Zealand hospitalisations for secondary malignant neoplasms of the respiratory and digestive organs,Title
-6133228318571818010,"Industries of employment for people residing in the Upper Harbour Local Board Area, Auckland, NZ",Title
-6136065806794089742,"Children fully immunised at age 24 months in the Bay of Plenty DHB, New Zealand",Title
-6136252006257791511,Health - Ischaemic heart disease among adults (time trends) 2006/07–2014/15,Title
-6153504091507339810,Average weekly earnings in New Zealand,Title
-6171302303870576491,"Cigarette smoking behaviour in Tauranga City, New Zealand",Title
-6188205066018160505,Price received by New Zealand businesses for real estate services,Title
-6194392332788296729,New Zealand hospitalisations for gonarthrosis (arthrosis of knee),Title
-6197290670478909477,"Mental health - Bednights and contacts by DHBs and NGOs, 2001–2012",Title
-6204135737207361278,"Cigarette smoking behaviour in the Papakura Local Board Area, Auckland, New Zealand",Title
-621148696456040759,Price received by New Zealand businesses for wood and timber,Title
-6216891309732448647,"Cigarette smoking behaviour in Timaru District, New Zealand",Title
-6217969355375367903,New Zealand hospitalisations for atrial fibrillation and flutter,Title
-6225260238491144000,"Mental health - People seen face-to-face by mental health and addiction services by age, sex and ethnic group, 2011/12",Title
-6238508043876914106,Rate of people using mental health and addiction services in New Zealand,Title
-626307206748335781,"Gross Domestic Product of the West Coast Region, New Zealand",Title
-6277902377614639049,"Cigarette smoking behaviour in Ashburton District, New Zealand",Title
-6281018342611479848,"Industries of employment for people residing in Central Hawke's Bay District, New Zealand",Title
-6289476971552192707,Health - Children who had breakfast at home every day in past week (prevalence) 2014/15,Title
-6290824339119985977,Health - Osteoarthritis among adults (time trends) 2011/12–2014/15,Title
-6302538354731555785,"New Zealand hospitalisations for benign neoplasms of the colon, rectum, anus and anal canal",Title
-6316718459084868200,"Children fully immunised at age 12 months in the Hutt Valley DHB, New Zealand",Title
-6319759283776338239,"Birth rate in the South Canterbury DHB, New Zealand",Title
-6323743729657350592,Nurse educators in New Zealand,Title
-6325430276547437187,"Children fully immunised at age 8 months in the Canterbury DHB, New Zealand",Title
-6337316384230795747,Health - Children by body mass index (BMI) category by age and sex 2014/15,Title
-6359956075744091473,"Cigarette smoking behaviour in Westland District, New Zealand",Title
-6363711715793085702,Health - Unmet need for after-hours due to cost among adults (prevalence) 2014/15,Title
-6368173303661379186,Health - Adults who experienced one or more types of unmet need for primary health care (prevalence) 2014/15,Title
-6382069691995155928,Medical laboratory technicians in New Zealand,Title
-6394057229529641584,Individual treatment attendances (family/whanau not present) at mental health and addiction services in New Zealand,Title
-6404271429985446701,New Zealand hospitalisations for malignant neoplasms of the colon,Title
-6409717918568953098,Children fully immunised at age 8 months in New Zealand,Title
-6410974557781889011,"Cigarette smoking behaviour in South Taranaki District, New Zealand",Title
-6429256662603734276,Price received by New Zealand businesses for diesel,Title
-6430846386406848454,"Rate of intentional self-harm hospitalisation for people living in the Capital and Coast DHB, New Zealand",Title
-6467383505418471188,"Children fully immunised at age 5 years in the Hutt Valley DHB, New Zealand",Title
-6545447292315266385,Price paid by New Zealand businesses for beverage serving services,Title
-6569360828080705518,"Visitor spend on tourism products and services in Lake Wanaka RTO, New Zealand ",Title
-6571587758520206775,"People employed in the health care and social assistance industry in Auckland, New Zealand",Title
-6575138375456591121,"Health care and social assistance business births/deaths in the Taranaki Region, New Zealand",Title
-6577075278601380910,New Zealand hospitalisations for renal tubulo-interstitial diseases,Title
-6603671907126866524,Price paid by New Zealand businesses for fruit,Title
-6604223077476856007,Enterprises in the health insurance industry in New Zealand,Title
-6607186309329250816,Price paid by New Zealand businesses for panel products,Title
-662579147851337663,New Zealand businesses that use computer networks,Title
-6627076619788405576,Core Crown spending on health services purchasing in New Zealand by category,Title
-6643996025232748843,"Cigarette smoking behaviour in Hurunui District, New Zealand",Title
-6650470576561176814,"Health therapy professionals in the Southland Region, New Zealand",Title
-6652533026305305437,"Mental health - Intentional self-harm hospitalisations, by ethnicity, five-year age group and by sex 2012",Title
-6687089798330904904,New Zealand hospitalisations for malignant melanoma of the skin,Title
-670045992962178312,"Industries of employment for people residing in the Henderson-Massey Local Board Area, Auckland, NZ",Title
-6701992012533343472,New Zealand hospitalisations for hypotension,Title
-6715302389449473654,"Cigarette smoking behaviour in Matamata-Piako District, New Zealand",Title
-6718525883441737564,"Cigarette smoking behaviour in the Upper Harbour Local Board Area, Auckland, New Zealand",Title
-6720718179097326989,Privately funded hospital discharges 2011/12,Title
-6724981725677960078,New Zealand hospitalisations for diseases of the nervous system,Title
-6730673854549338982,"Price received by New Zealand businesses for medical, photographic, and scientific equipment",Title
-6751679372506346283,"Children fully immunised at age 18 months in the Southern DHB, New Zealand",Title
-6759808525719546643,"Cigarette smoking behaviour in Rotorua District, New Zealand",Title
-6764672618943735657,New Zealand hospitalisations for paralytic ileus and intestinal obstruction without hernia,Title
-6769572628664079397,New Zealand hospitalisations for gastritis and duodenitis,Title
-6770075174135970269,Price paid by New Zealand businesses for building completion and finishing services,Title
-6773766757993882535,Price received by New Zealand businesses for cargo handling services,Title
-678538291530007409,Emergency service workers in New Zealand,Title
-6789915770841546098,Worker turnover rate in the medical and other health care services industry in New Zealand,Title
-6813812811189786348,"Mental health - People seen by mental health and addiction services, bednights, contacts and face-to-face contacts, by activity setting, 2011/12",Title
-6823010333397892615,"Health care and social assistance business births/deaths in the Whanganui District, New Zealand",Title
-6850497286748491237,"Mental health - People regularly using community services, by Māori and non-Māori, age group and sex, 2011/12",Title
-6854915704940542379,Average weekly household expenditure in the North Island excl. Auckland and Wellington,Title
-6862651173223713709,Pharmacy technicians in New Zealand,Title
-6870744052126490587,"Cigarette smoking behaviour in Tasman District, New Zealand",Title
-6885000858618376788,New Zealand hospitalisations for injuries to the head,Title
-6890254349744130051,Nurse practitioners in New Zealand,Title
-6899117804402686367,"Birth rate in the MidCentral DHB, New Zealand",Title
-6900485792956592161,Price paid by New Zealand businesses for games and toys,Title
-6901765089538490001,"Cigarette smoking behaviour in Christchurch City, New Zealand",Title
-6904289500925175510,New Zealand businesses who use the Internet to train their staff,Title
-6925928871207827322,New Zealand children diagnosed with eczema and currently taking medication,Title
-6939471712827629562,"Children fully immunised at age 18 months in the Lakes DHB, New Zealand",Title
-6939501136943408180,Price paid for animal health and breeding by sheep and beef cattle farms in New Zealand,Title
-6939971681860937587,"Health - Children with private health insurance cover, by DHB 2011–2015 average",Title
-6942705516383205248,"Children fully immunised at age 12 months in the Northland DHB, New Zealand",Title
-6943596616888420615,Local Elections - District Health Boards 2013,Title
-6960245426100840125,Nurse researchers in New Zealand,Title
-6963427198301436047,Discharges from New Zealand mental health and addiction teams to public health services ,Title
-6965408621077340329,New Zealand hospitalisations for haemorrhages from the respiratory passages,Title
-6977750187640338826,Physiotherapists in New Zealand,Title
-69811541207837224,New Zealand hospitalisations for diseases of the genitourinary system,Title
-6992547024588067568,Price paid by New Zealand businesses for road freight transport services,Title
-7019292298761275430,New Zealand hospitalisations for asthma,Title
-7021924570227680856,"Gross Domestic Product of the Hawke's Bay Region, New Zealand",Title
-7025968246960014741,Price of inputs paid by the medical and other health care services industry in New Zealand,Title
-7042965784318448556,Children with private health insurance cover in New Zealand by District Health Board of residence,Title
-7046385168757196396,Psychiatric disability rehab occupied bed nights at mental health and addiction services in New Zealand,Title
-7051108901658948781,"Industries of employment for people residing in Kawerau District, New Zealand",Title
-7054207959225544571,"Cigarette smoking behaviour in Buller District, New Zealand",Title
-7056760138977499499,"Children fully immunised at age 8 months in the Whanganui DHB, New Zealand",Title
-7060336954357168795,Price received by New Zealand businesses for site preparation services,Title
-7063624646518479902,"Visitor spend on tourism products and services in Chatham Islands, New Zealand ",Title
-7067916532223612118,Pacific adults with private health insurance cover in New Zealand,Title
-7068811488248931186,Health - Mood disorder among adults (time trends) 2006/07–2014/15,Title
-7088008841782760502,"Health care and social assistance business births/deaths in the Selwyn District, New Zealand",Title
-7113910217858449647,Health - Immunisation coverage by ethnicity and DHB at milestone ages June 2016,Title
-7151532099088251361,"Building consents issued for new non-residential buildings in the Otago Region, New Zealand",Title
-7154631448413894195,"Children fully immunised at age 6 months in the MidCentral DHB, New Zealand",Title
-7168556898029790238,Core Crown spending on law and order in New Zealand by category,Title
-7179410311570478057,Health - Adults who thought their GP was very good or good at involving them in decisions about their care (prevalence) 2014/15,Title
-7192894456320267521,Price received by New Zealand businesses for scientific and other technical services,Title
-7200680776852573747,Health - Children diagnosed with emotional or behavioural problems (prevalence) 2014/15,Title
-720465205834737794,People with disabilities in New Zealand,Title
-7224043117058780656,Price paid by New Zealand businesses for rent of personal and household goods,Title
-7228350444721307788,"Methods and channels used to fill vacancies in the health care and social assistance industry in Auckland, New Zealand",Title
-7229252063295555593,Health - Mean number of GP visits among adults 2014/15,Title
-7237290558261029849,"Visitor spend on tourism products and services in South Canterbury, New Zealand ",Title
-7257454270756670825,Employees by business type in the health care and social assistance industry in New Zealand,Title
-726205653407600719,"Health therapy professionals in the Wellington Region, New Zealand",Title
-7272436428894646418,"Health diagnostic and promotion professionals in the Nelson Region, New Zealand",Title
-7292144217281999944,Psychiatrists in New Zealand,Title
-7300793808177758355,Health - Diabetes among adults (time trends) 2006/07–2014/15,Title
-730886704452898998,Business survival rates in the health care and social assistance industry in New Zealand,Title
-7319820749739397025,"Price received by New Zealand businesses for animal and vegetable oils and fats, starches, and grain products",Title
-733755901025977546,Health - Children given solids before 6 months (time trends) 2006/07–2014/15,Title
-7340639344109673119,Discharges from New Zealand mental health and addiction teams to alcohol and drug services ,Title
-7342936678792056234,Occupation types for people granted Essential Skills work visas for New Zealand,Title
-7350003499527518794,Mental health - People seen by mental health and addiction services at DHBs and NGOs 2001–2012,Title
-7360410290495342298,"Cigarette smoking behaviour in the Wellington Region, New Zealand",Title
-7360932977317766629,"Education, health and welfare services managers in the Nelson Region, New Zealand",Title
-7361114724661091075,Price paid by New Zealand businesses for processed meat (sheep and beef),Title
-7376416138085220105,"Price paid by New Zealand businesses for forage products, fibres, sugar crops, unmanufactured tobacco",Title
-7378605837919201622,"Gross Domestic Product of the Manawatu-Wanganui Region, New Zealand",Title
-7385990391054091155,New Zealand firms implementing new or improved organisational processes,Title
-7400646974044867530,New Zealand hospitalisations for calculus of the kidney and ureter,Title
-7402636822292936550,Contribution to GDP by the health care and social assistance industry in New Zealand,Title
-7404379676363361876,Highest qualifications of health diagnostic and promotion professionals in New Zealand,Title
-7426822654667155182,"Education, health and welfare services managers in the Northland Region, New Zealand",Title
-7427310825065427769,"Cigarette smoking behaviour in the Bay of Plenty Region, New Zealand",Title
-7433405168388249885,Health - Hazardous drinkers among adults (prevalence) 2014/15,Title
-7436748593846290251,"Health and welfare support workers in the Taranaki Region, New Zealand",Title
-744909285144223137,"Birth rate in the Nelson Marlborough DHB, New Zealand",Title
-7455957899694443834,New Zealand hospitalisations for symptoms and signs involving the nervous and musculoskeletal systems,Title
-7458780249384319832,New Zealand hospitalisations for urolithiasis,Title
-7459135126769414244,"Children fully immunised at age 6 months in the Capital and Coast DHB, New Zealand",Title
-7462464415502887551,Price received by New Zealand businesses for non-residential building construction,Title
-746528785794333323,"Health and welfare support workers in the Northland Region, New Zealand",Title
-7467024373445400622,"Employment in the health care and social assistance industry in the Nelson Region, New Zealand",Title
-7469053709565865763,"Industries of employment for people residing in South Wairarapa District, New Zealand",Title
-7485549887851263130,"Organisations providing funding assistance to small firms in Auckland, New Zealand",Title
-7486047019276420369,Mental health bednights at District Health Boards and Non-Governmental Organisations in New Zealand,Title
-7500155359566699784,"Industries of employment for people residing in Christchurch City, New Zealand",Title
-7502585314883707585,Employees in the allied health services industry (other) in New Zealand,Title
-7509365429796578580,"Price paid by New Zealand businesses for gypsum, limestone, minerals, salt, precious metals, and stones",Title
-7510693829257768129,"Cigarette smoking behaviour in the Waitakere Ranges Local Board Area, Auckland, New Zealand",Title
-7525071765860787833,"Visitor spend on tourism products and services in Kapiti-Horowhenua, New Zealand ",Title
-752576632797248586,"Price received by New Zealand businesses for beer, soft drinks, and fruit juices",Title
-7527652245525768682,Orthopaedic surgeons in New Zealand,Title
-7531952449977025909,Discharges from New Zealand mental health and addiction teams to mental health residential facilities ,Title
-7534721558626836849,Health - Bipolar disorder among adults (prevalence) 2014/15,Title
-7555134215453188097,Core Crown spending on primary and secondary schools in New Zealand by category,Title
-7563577705033186587,"Health therapy professionals in the West Coast Region, New Zealand",Title
-7564208822908323516,Health - Influenza hospital discharges and deaths 2000–2013,Title
-759968773869862044,Price paid by New Zealand businesses for civil engineering services,Title
-7626988897266551771,"Health care and social assistance business births/deaths in the Rotorua District, New Zealand",Title
-7631965705811317655,"Gross Domestic Product of the Gisborne Region, New Zealand",Title
-764090286797618790,"Cigarette smoking behaviour in the Devonport-Takapuna Local Board Area, Auckland, New Zealand",Title
-7646334483310399436,Health therapy professionals in New Zealand,Title
-7650742158830744256,Price paid by New Zealand businesses for general and other insurance services,Title
-7662633154006068793,Health - Children who visited a dental health care worker in past 12 months (prevalence) 2014/15,Title
-7699070100989669551,"People with disabilities living in private households in the Canterbury Region, New Zealand",Title
-7702816199119170017,"Health care and social assistance business births/deaths in the Queenstown-Lakes District, New Zealand",Title
-7706473997775512025,Age distribution of people working in the medical and other health care services industry in New Zealand,Title
-7707544894487968985,New Zealand hospitalisations for diseases of the blood and blood-forming organs and certain immune disorders,Title
-7710028125637756048,Proportion of total businesses that are in the health and fitness centres and gymnasia operation industry,Title
-7722730690186176337,Price paid by New Zealand businesses for special trade construction services,Title
-7730790637723678187,Health - Influenza hospital discharges by week 2013,Title
-7740428202781519067,"Health therapy professionals in the Taranaki Region, New Zealand",Title
-7749164262873019502,"Gross Domestic Product of the Taranaki Region, New Zealand",Title
-7759111393705257124,Discharges from New Zealand mental health and addiction teams to adult community mental health services ,Title
-7763668568695006456,"Birth rate in the Canterbury DHB, New Zealand",Title
-7766024805910217963,"People employed in the health care and social assistance industry in the Wellington Region, New Zealand",Title
-7779237114845022955,"Health care and social assistance business births/deaths in the Otago Region, New Zealand",Title
-7839580730409888553,Occupational health and safety advisers in New Zealand,Title
-7845805869487271836,"Price paid by New Zealand businesses for luggage, handbags and articles of leather",Title
-7873727488952189683,Health - Bipolar disorder among adults (time trends) 2006/07–2014/15,Title
-7885168129306188062,Child Well-Being 2009,Title
-7891482024897999988,Median earnings by firm size in the health care and social assistance industry in New Zealand,Title
-7893004483832543721,"Price received by New Zealand businesses for publishing, printing, and replication services",Title
-7914210056888554898,"Cigarette smoking behaviour in the Howick Local Board Area, Auckland, New Zealand",Title
-7941263561799526930,Health - Class 1 obesity among adults (prevalence) 2014/15,Title
-7942259332699816675,"Children fully immunised at age 24 months in the Tairawhiti DHB, New Zealand",Title
-7949149148548811571,Government tertiary education expenditure on community education  in New Zealand,Title
-7962174743229212426,Privately funded hospital discharges in New Zealand,Title
-7970352785439751920,"Price paid by New Zealand businesses for water, plumbing, and drain laying services",Title
-7982109490943244117,Research and development expenditure by the business sector in New Zealand,Title
